count,action,delay,duration,duration_of_vehicles_left,emergency,flickering,num_of_vehicles_at_entering,num_of_vehicles_in_system,num_of_vehicles_left,partial_duration,queue_length,wait_time
20.0, 0, 3.3622566574956894, 0.3333333333333333, 0, 0, 0.0, 0, 22, 22, 0, 0, 0, 0.0, 0.0
21.0, 0, 3.198188546507373, 0.7, 0, 0, 0.0, 0, 22, 22, 0, 0, 0, 0.0, 0.0
22.0, 0, 3.2159271113992274, 1.066666666666667, 0, 0, 0.0, 0, 24, 24, 0, 0, 0, 0.0, 0.0
23.0, 0, 3.5207160866397746, 1.4666666666666666, 0, 0, 0.0, 0, 24, 24, 0, 0, 0, 0.0, 0.0
24.0, 0, 3.9223795572756286, 1.6999999999999995, 0.16666666666666666, 0, 0.0, 0, 22, 24, 2, 0, 0, 0.0, 0.0
25.0, 0, 4.433822041613169, 2.0666666666666673, 0, 0, 0.0, 0, 24, 26, 0, 0, 0, 0.0, 0.0
26.0, 0, 4.689646401955319, 2.466666666666667, 0, 0, 0.0, 0, 24, 26, 0, 0, 2, 0.03333333333333333, 0.03333333333333333
27.0, 1, 3.917721757678004, 2.8666666666666663, 0, 0, 0.0, 1, 26, 28, 0, 0.03333333333333333, 0, 0.0, 0.0
28.0, 0, 3.9724292101998295, 3.299999999999999, 0, 0, 0.0, 0, 26, 28, 0, 0.06666666666666667, 3, 0.05, 0.03333333333333333
29.0, 0, 3.238279345131337, 3.733333333333332, 0, 0, 0.0, 0, 26, 28, 0, 0.11666666666666667, 4, 0.11666666666666667, 0.06666666666666667
30.0, 0, 4.868961694974087, 4.166666666666664, 0, 0, 0.0, 0, 30, 32, 0, 0.18333333333333335, 4, 0.18333333333333335, 0.1
31.0, 1, 4.670448877408027, 4.266666666666668, 0.4, 0, 0.0, 1, 30, 34, 2, 0.25, 2, 0.13333333333333333, 0.13333333333333333
32.0, 0, 4.534514687974137, 4.333333333333334, 0.43333333333333335, 0, 0.0, 0, 32, 38, 2, 0.2, 2, 0.16666666666666666, 0.16666666666666666
33.0, 0, 4.497651417106164, 4.866666666666666, 0, 0, 0.0, 0, 34, 40, 0, 0.23333333333333334, 2, 0.2, 0.2
34.0, 0, 4.4438783110411295, 4.933333333333332, 0.5, 0, 0.0, 0, 34, 42, 2, 0.26666666666666666, 2, 0.23333333333333334, 0.23333333333333334
35.0, 0, 4.357272811790714, 4.966666666666665, 0.5333333333333333, 0, 0.0, 0, 36, 46, 2, 0.3, 2, 0.26666666666666666, 0.26666666666666666
36.0, 0, 4.276017063971117, 5.566666666666664, 0, 0, 0.0, 0, 38, 48, 0, 0.3333333333333333, 2, 0.3, 0.3
37.0, 0, 4.266180448588294, 6.199999999999996, 0, 0, 0.0, 0, 42, 52, 0, 0.36666666666666664, 2, 0.3333333333333333, 0.3333333333333333
38.0, 0, 4.06405250801323, 6.266666666666664, 0.6333333333333333, 0, 0.0, 0, 42, 54, 2, 0.4, 2, 0.36666666666666664, 0.36666666666666664
39.0, 0, 3.9520417874011464, 6.299999999999998, 0.6666666666666666, 0, 0.0, 0, 42, 56, 2, 0.43333333333333335, 2, 0.4, 0.4
40.0, 0, 4.008670880886111, 6.999999999999998, 0, 0, 0.0, 0, 46, 60, 0, 0.4666666666666667, 2, 0.43333333333333335, 0.43333333333333335
41.0, 0, 3.9491742726929626, 7.766666666666664, 0, 0, 0.0, 0, 48, 62, 0, 0.5, 2, 0.4666666666666667, 0.4666666666666667
42.0, 0, 3.9961398752883244, 7.8000000000000025, 0.7666666666666667, 0, 0.0, 0, 50, 66, 2, 0.5333333333333333, 2, 0.5, 0.5
43.0, 0, 3.8978067153869143, 8.633333333333335, 0, 0, 0.0, 0, 52, 68, 0, 0.5666666666666667, 2, 0.5333333333333333, 0.5333333333333333
44.0, 0, 3.8926500786260143, 8.7, 0.8, 0, 0.0, 0, 52, 70, 2, 0.6, 3, 0.5833333333333333, 0.5833333333333333
45.0, 0, 3.8827882954713973, 9.566666666666672, 0, 0, 0.0, 0, 56, 74, 0, 0.6499999999999999, 4, 0.65, 0.65
46.0, 0, 3.8201176233833407, 9.699999999999998, 0.8, 0, 0.0, 0, 56, 76, 2, 0.7166666666666667, 4, 0.7166666666666667, 0.7166666666666667
47.0, 0, 3.7840381323167067, 10.633333333333338, 0, 0, 0.0, 0, 60, 80, 0, 0.7833333333333333, 4, 0.7833333333333333, 0.7833333333333333
48.0, 0, 3.6235851782480175, 11.63333333333333, 0, 0, 0.0, 0, 62, 82, 0, 0.85, 4, 0.8499999999999999, 0.8499999999999999
49.0, 0, 3.546238238577643, 11.866666666666667, 0.8, 0, 0.0, 0, 62, 84, 2, 0.9166666666666667, 4, 0.9166666666666666, 0.9166666666666666
50.0, 0, 3.5434138324539983, 12.900000000000004, 0, 0, 0.0, 0, 66, 88, 0, 0.9833333333333334, 4, 0.9833333333333333, 0.9833333333333333
51.0, 0, 3.380156843419408, 13.600000000000001, 0.4, 0, 0.0, 0, 65, 88, 1, 1.05, 4, 1.05, 1.05
52.0, 0, 3.3821333315404796, 14.266666666666671, 0.4166666666666667, 0, 0.0, 0, 66, 89, 1, 1.1166666666666667, 4, 1.1166666666666667, 1.1166666666666667
53.0, 0, 3.2454089092652287, 15.366666666666665, 0, 0, 0.0, 0, 66, 88, 0, 1.1833333333333333, 4, 1.1833333333333331, 1.1833333333333331
54.0, 0, 3.272479717487405, 16.06666666666667, 0.4, 0, 0.0, 0, 67, 90, 1, 1.25, 4, 1.25, 1.25
