count,action,delay,duration,duration_of_vehicles_left,emergency,flickering,num_of_vehicles_at_entering,num_of_vehicles_in_system,num_of_vehicles_left,partial_duration,queue_length,wait_time
20.0, 0, 3.369974013576644, 1.3333333333333335, 0, 0.0, 0, 80, 80, 0, 0, 0, 0.0
21.0, 0, 3.1452914522656963, 2.666666666666667, 0, 0.0, 0, 80, 80, 0, 0, 0, 0.0
22.0, 0, 2.942229535157037, 3.999999999999994, 0, 0.0, 0, 80, 80, 0, 0, 0, 0.0
23.0, 0, 2.7868164342204276, 5.333333333333334, 0, 0.0, 0, 80, 80, 0, 0, 0, 0.0
24.0, 0, 2.729158764734508, 6.499999999999994, 0.16666666666666666, 0.0, 0, 78, 80, 2, 0, 0, 0.0
25.0, 0, 2.7374491099046385, 7.599999999999989, 0.2, 0.0, 0, 76, 80, 2, 0, 0, 0.0
26.0, 0, 2.779996179519348, 8.633333333333322, 0.23333333333333334, 0.0, 0, 74, 80, 2, 0, 1, 0.016666666666666666
27.0, 0, 2.842439286146251, 9.600000000000005, 0.26666666666666666, 0.0, 0, 72, 80, 2, 0.016666666666666666, 1, 0.03333333333333333
28.0, 0, 2.9341251709831986, 10.500000000000014, 0.3, 0.0, 0, 70, 80, 2, 0.03333333333333333, 3, 0.08333333333333334
29.0, 0, 2.9921808227285362, 11.333333333333327, 0.3333333333333333, 0.0, 0, 68, 80, 2, 0.08333333333333334, 6, 0.18333333333333335
30.0, 0, 3.132760411468617, 12.283333333333342, 0.18333333333333332, 0.0, 0, 67, 80, 1, 0.18333333333333335, 9, 0.3333333333333333
31.0, 0, 3.281632345571101, 13.199999999999985, 0.2, 0.0, 0, 66, 80, 1, 0.3333333333333333, 10, 0.49999999999999994
32.0, 0, 3.5452159448213845, 14.300000000000006, 0, 0.0, 0, 66, 80, 0, 0.49999999999999994, 14, 0.7333333333333333
33.0, 1, 3.9400068446952936, 15.399999999999975, 0, 0.0, 1, 66, 80, 0, 0.7333333333333334, 11, 0.5666666666666667
34.0, 0, 4.205567533933365, 15.5, 1.0, 0.0, 0, 62, 80, 4, 0.5666666666666667, 11, 0.44999999999999996
35.0, 0, 4.674825393670796, 16.533333333333353, 0, 0.0, 0, 62, 80, 0, 0.8166666666666668, 13, 0.41666666666666663
36.0, 0, 5.114257705007085, 17.56666666666667, 0, 0.0, 0, 62, 80, 0, 1.166666666666667, 12, 0.39999999999999997
37.0, 0, 5.444851844683666, 17.70000000000002, 0.8999999999999999, 0.0, 0, 59, 80, 3, 1.1833333333333333, 12, 0.4666666666666667
38.0, 0, 5.908457243416765, 18.366666666666656, 0.31666666666666665, 0.0, 0, 58, 80, 1, 1.4666666666666668, 13, 0.6166666666666668
39.0, 0, 6.365625701481575, 19.333333333333332, 0, 0.0, 0, 58, 80, 0, 1.9333333333333336, 15, 0.8166666666666668
40.0, 0, 6.835280710050284, 18.900000000000002, 1.4, 0.0, 0, 54, 80, 4, 1.9000000000000001, 15, 1.0333333333333332
41.0, 0, 7.263376589747674, 19.80000000000001, 0, 0.0, 0, 54, 80, 0, 2.4166666666666674, 17, 1.3166666666666667
