count,action,delay,duration,duration_of_vehicles_left,emergency,flickering,num_of_vehicles_at_entering,num_of_vehicles_in_system,num_of_vehicles_left,partial_duration,queue_length,wait_time
20.0, 0, 1.6081379375102398, 0.3333333333333333, 0, 0.0, 0, 20, 20, 0, 0, 0, 0.0
21.0, 0, 1.495661071654401, 0.6666666666666666, 0, 0.0, 0, 20, 20, 0, 0, 0, 0.0
22.0, 0, 1.3852009090370736, 1.0000000000000002, 0, 0.0, 0, 20, 20, 0, 0, 0, 0.0
23.0, 0, 1.3012436786120363, 1.3333333333333333, 0, 0.0, 0, 20, 20, 0, 0, 0, 0.0
24.0, 0, 1.283585832341585, 1.4999999999999996, 0.16666666666666666, 0.0, 0, 18, 20, 2, 0, 0, 0.0
25.0, 0, 1.1817615097528509, 1.8000000000000005, 0, 0.0, 0, 18, 20, 0, 0, 0, 0.0
26.0, 0, 1.1591117231730066, 1.866666666666667, 0.23333333333333334, 0.0, 0, 16, 20, 2, 0, 0, 0.0
27.0, 0, 1.0952707271335005, 2.1333333333333333, 0, 0.0, 0, 16, 20, 0, 0, 0, 0.0
28.0, 0, 1.0365937810852053, 2.0999999999999996, 0.3, 0.0, 0, 14, 20, 2, 0, 0, 0.0
29.0, 0, 0.9509626832403891, 2.333333333333333, 0, 0.0, 0, 14, 20, 0, 0, 0, 0.0
30.0, 0, 0.9633105446521439, 2.1999999999999997, 0.36666666666666664, 0.0, 0, 12, 20, 2, 0, 0, 0.0
31.0, 0, 0.9906499571295325, 2.4, 0, 0.0, 0, 12, 20, 0, 0, 0, 0.0
32.0, 0, 1.067920312101294, 2.600000000000001, 0, 0.0, 0, 12, 20, 0, 0, 0, 0.0
33.0, 1, 1.3094616308444929, 2.8000000000000003, 0, 0.0, 1, 12, 20, 0, 0, 0, 0.0
34.0, 0, 1.4980082320607615, 3.0, 0, 0.0, 0, 12, 20, 0, 0, 0, 0.0
35.0, 0, 1.7578531545463045, 3.1999999999999997, 0, 0.0, 0, 12, 20, 0, 0, 2, 0.03333333333333333
36.0, 0, 2.0611230122319077, 3.399999999999999, 0, 0.0, 0, 12, 20, 0, 0.03333333333333333, 2, 0.06666666666666667
37.0, 0, 2.3338006661743256, 3.599999999999999, 0, 0.0, 0, 12, 20, 0, 0.06666666666666667, 4, 0.13333333333333333
38.0, 0, 2.68949401758937, 3.799999999999999, 0, 0.0, 0, 12, 20, 0, 0.13333333333333333, 4, 0.2
39.0, 0, 2.996120437624916, 4.0, 0, 0.0, 0, 12, 20, 0, 0.2, 6, 0.3
40.0, 0, 3.3778144996853277, 4.2, 0, 0.0, 0, 12, 20, 0, 0.3, 7, 0.4166666666666667
41.0, 0, 3.6844019906007377, 4.3999999999999995, 0, 0.0, 0, 12, 20, 0, 0.4166666666666667, 8, 0.55
42.0, 0, 3.85750302593526, 4.6000000000000005, 0, 0.0, 0, 12, 20, 0, 0.55, 8, 0.6833333333333335
43.0, 0, 3.993343183572174, 4.8, 0, 0.0, 0, 12, 20, 0, 0.6833333333333333, 10, 0.85
44.0, 0, 3.99711519462418, 5.0, 0, 0.0, 0, 12, 20, 0, 0.85, 12, 1.05
45.0, 0, 3.999171472403792, 5.200000000000002, 0, 0.0, 0, 12, 20, 0, 1.05, 12, 1.25
46.0, 1, 3.9517560985695237, 5.400000000000001, 0, 0.0, 1, 12, 20, 0, 1.25, 8, 0.7166666666666667
47.0, 0, 3.949435636540158, 3.733333333333334, 1.8666666666666667, 0.0, 0, 8, 20, 4, 0.7166666666666667, 4, 0.3333333333333333
48.0, 0, 3.8606275170709026, 3.8666666666666667, 0, 0.0, 0, 8, 20, 0, 0.85, 0, 0.0
49.0, 0, 3.750239976779358, 4.0, 0, 0.0, 0, 8, 20, 0, 0.9833333333333333, 0, 0.0
50.0, 0, 3.6682294495205836, 3.1, 1.0333333333333334, 0.0, 0, 6, 20, 2, 0.8166666666666667, 0, 0.0
51.0, 0, 3.5833494967997104, 2.1333333333333333, 1.0666666666666667, 0.0, 0, 4, 20, 2, 0.5333333333333333, 0, 0.0
52.0, 0, 3.4651430619318635, 2.2, 0, 0.0, 0, 4, 18, 0, 0.6, 0, 0.0
53.0, 0, 0.8576994872082544, 0.5666666666666667, 1.7, 0.0, 0, 1, 18, 3, 0.2, 0, 0.0
54.0, 0, 0.0, 0, 0.5833333333333334, 0.0, 0, 0, 18, 1, 0, 0, 0.0
55.0, 0, 0.0, 0, 0, 0.0, 0, 0, 16, 0, 0, 0, 0.0
56.0, 0, 0.0, 0, 0, 0.0, 0, 0, 14, 0, 0, 0, 0.0
57.0, 0, 0.0, 0, 0, 0.0, 0, 0, 14, 0, 0, 0, 0.0
58.0, 0, 0.0, 0, 0, 0.0, 0, 0, 13, 0, 0, 0, 0.0
59.0, 1, 0.0, 0, 0, 0.0, 1, 0, 12, 0, 0, 0, 0.0
60.0, 0, 0.0, 0, 0, 0.0, 0, 0, 12, 0, 0, 0, 0.0
61.0, 0, 0.0, 0, 0, 0.0, 0, 0, 12, 0, 0, 0, 0.0
62.0, 0, 0.0, 0, 0, 0.0, 0, 0, 12, 0, 0, 0, 0.0
63.0, 0, 0.0, 0, 0, 0.0, 0, 0, 12, 0, 0, 0, 0.0
64.0, 0, 0.0, 0, 0, 0.0, 0, 0, 12, 0, 0, 0, 0.0
65.0, 0, 0.0, 0, 0, 0.0, 0, 0, 12, 0, 0, 0, 0.0
66.0, 0, 0.0, 0, 0, 0.0, 0, 0, 12, 0, 0, 0, 0.0
67.0, 0, 0.0, 0, 0, 0.0, 0, 0, 12, 0, 0, 0, 0.0
68.0, 0, 0.0, 0, 0, 0.0, 0, 0, 12, 0, 0, 0, 0.0
69.0, 0, 0.0, 0, 0, 0.0, 0, 0, 12, 0, 0, 0, 0.0
70.0, 0, 0.0, 0, 0, 0.0, 0, 0, 12, 0, 0, 0, 0.0
71.0, 0, 0.0, 0, 0, 0.0, 0, 0, 12, 0, 0, 0, 0.0
72.0, 1, 0.0, 0, 0, 0.0, 1, 0, 12, 0, 0, 0, 0.0
